config_id,naca_hub,re_hub,tier_hub,naca_mid,re_mid,tier_mid,naca_outer,re_outer,tier_outer,hub_CL0,hub_CL_a,hub_CLmin,hub_CLmax,hub_CD0,hub_CD2u,hub_CD2l,hub_CLCD0,hub_REref,hub_REexp,hub_xfoil_ok,mid_CL0,mid_CL_a,mid_CLmin,mid_CLmax,mid_CD0,mid_CD2u,mid_CD2l,mid_CLCD0,mid_REref,mid_REexp,mid_xfoil_ok,outer_CL0,outer_CL_a,outer_CLmin,outer_CLmax,outer_CD0,outer_CD2u,outer_CD2l,outer_CLCD0,outer_REref,outer_REexp,outer_xfoil_ok
527,6622,10000,inviscid,8520,30000,inviscid,9519,45000,inviscid,0.9954,7.3444,0.3243,2.7397,0.0094,0.02,0.02,0.9954,10000,-0.5,False,1.1706,7.2217,0.4991,2.8731,0.009,0.02,0.02,1.1706,30000,-0.5,False,1.3039,7.1517,0.6301,2.9802,0.0088,0.02,0.02,1.3039,45000,-0.5,False
528,6221,10000,inviscid,5518,20000,viscous,3812,40000,inviscid,0.7173,7.3418,0.0635,2.4795,0.0092,0.02,0.02,0.7173,10000,-0.5,False,-0.2575,4.5517,-0.4703,0.7228,0.061457,0.199664,0.199664,-0.1725,20000,-0.5,True,0.6782,6.8373,0.0686,2.3188,0.008,0.02,0.02,0.6782,40000,-0.5,False
529,3523,10000,inviscid,5521,15000,viscous,6520,25000,viscous,0.4526,7.4621,-0.1952,2.262,0.0096,0.02,0.02,0.4526,10000,-0.5,False,-0.3301,4.0135,-0.4317,0.6037,0.078146,0.197526,0.197526,-0.2355,15000,-0.5,True,-0.3304,5.3351,-0.4864,0.7256,0.077242,0.153629,0.153629,-0.2032,25000,-0.5,True
530,5517,10000,viscous,4616,15000,viscous,1813,20000,viscous,-0.1578,3.8883,-0.1588,0.637,0.065669,0.179316,0.179316,-0.1548,10000,-0.5,True,-0.1253,3.8189,-0.3526,0.7089,0.050927,0.214527,0.214527,-0.1046,15000,-0.5,True,-0.1271,4.5156,-0.2215,0.666,0.015323,0.06494,0.06494,-0.5349,20000,-0.5,True
531,7422,10000,inviscid,8420,30000,inviscid,8419,30000,inviscid,0.955,7.3613,0.2849,2.7062,0.0094,0.02,0.02,0.955,10000,-0.5,False,1.0751,7.242,0.4076,2.7889,0.009,0.02,0.02,1.0751,30000,-0.5,False,1.068,7.1898,0.4055,2.7694,0.0088,0.02,0.02,1.068,30000,-0.5,False
532,2621,10000,inviscid,1717,10000,inviscid,1814,20000,viscous,0.3342,7.3626,-0.2982,2.1271,0.0092,0.02,0.02,0.3342,10000,-0.5,False,0.1902,7.1576,-0.4164,1.9422,0.0084,0.02,0.02,0.1902,10000,-0.5,False,-0.1346,3.9065,-0.2466,0.6374,0.013936,0.074612,0.074612,-0.5736,20000,-0.5,True
533,5523,10000,inviscid,5522,10000,inviscid,5609,30000,viscous,0.7512,7.4318,0.0877,2.5334,0.0096,0.02,0.02,0.7512,10000,-0.5,False,0.747,7.378,0.0882,2.5162,0.0094,0.02,0.02,0.747,10000,-0.5,False,0.1925,5.2126,-0.3451,1.3289,0.03264,0.01,0.01,0.1949,30000,-0.5,True
534,1821,10000,inviscid,2818,10000,inviscid,3713,15000,viscous,0.2391,7.3706,-0.3881,2.0403,0.0092,0.02,0.02,0.2391,10000,-0.5,False,0.4697,7.185,-0.1561,2.2098,0.0086,0.02,0.02,0.4697,10000,-0.5,False,-0.0208,3.6516,-0.31,0.7473,0.038402,0.276215,0.276215,0.0245,15000,-0.5,True
535,1318,10000,inviscid,2317,10000,inviscid,6316,20000,viscous,0.1251,7.2177,-0.4825,1.8962,0.0086,0.02,0.02,0.1251,10000,-0.5,False,0.2477,7.155,-0.3621,1.9952,0.0084,0.02,0.02,0.2477,10000,-0.5,False,-0.1716,4.2037,-0.4445,0.7653,0.07543,0.186196,0.186196,-0.1315,20000,-0.5,True
536,1722,10000,inviscid,2621,10000,inviscid,5316,25000,viscous,0.195,7.429,-0.4344,2.0135,0.0094,0.02,0.02,0.195,10000,-0.5,False,0.3342,7.3626,-0.2982,2.1271,0.0092,0.02,0.02,0.3342,10000,-0.5,False,-0.1715,4.2076,-0.4385,0.7529,0.059061,0.137568,0.137568,-0.2644,25000,-0.5,True
537,4422,10000,inviscid,3520,20000,inviscid,1718,30000,viscous,0.5488,7.4006,-0.0997,2.3368,0.0094,0.02,0.02,0.5488,10000,-0.5,False,0.4448,7.2995,-0.189,2.2147,0.009,0.02,0.02,0.4448,20000,-0.5,False,-0.1299,3.8107,-0.4452,0.5418,0.048944,0.208468,0.208468,-0.083,30000,-0.5,True
538,7721,10000,inviscid,7718,10000,inviscid,6814,25000,viscous,1.317,7.2366,0.6354,3.0134,0.0092,0.02,0.02,1.317,10000,-0.5,False,1.2968,7.0782,0.6295,2.9554,0.0086,0.02,0.02,1.2968,10000,-0.5,False,-0.1678,6.1552,-0.3885,0.9869,0.050961,0.174147,0.174147,0.0398,25000,-0.5,True
539,5418,10000,viscous,5417,25000,viscous,6414,25000,viscous,-0.1946,3.5557,-0.1894,0.5906,0.070256,0.16739,0.16739,-0.2433,10000,-0.5,True,-0.1876,4.2142,-0.4791,0.7355,0.059376,0.152627,0.152627,-0.223,25000,-0.5,True,-0.0364,4.1512,-0.3388,0.8567,0.063279,0.190984,0.190984,-0.0058,25000,-0.5,True
540,6618,10000,viscous,8616,35000,viscous,9614,35000,inviscid,-0.1839,4.3195,-0.1375,0.6897,0.075601,0.18915,0.18915,-0.0891,10000,-0.5,True,-0.2183,7.4223,-0.4287,1.0037,0.076723,0.095421,0.095421,-0.0602,35000,-0.5,True,1.4018,6.8616,0.7461,3.0001,0.008,0.02,0.02,1.4018,35000,-0.5,False
541,4624,10000,inviscid,4620,30000,viscous,3716,60000,inviscid,0.675,7.492,0.0112,2.4771,0.0098,0.02,0.02,0.675,10000,-0.5,False,-0.3913,5.4071,-0.5302,0.6607,0.059579,0.139346,0.139346,-0.299,30000,-0.5,True,0.5633,7.0677,-0.0585,2.2682,0.0082,0.02,0.02,0.5633,60000,-0.5,False
542,5818,10000,viscous,7513,40000,viscous,7411,30000,viscous,-0.1687,3.3536,-0.1047,0.634,0.069847,0.196626,0.196626,-0.1235,10000,-0.5,True,-0.0174,6.0253,-0.4293,1.0138,0.058637,0.101438,0.101438,-0.023,40000,-0.5,True,-0.0328,5.9142,-0.4021,0.9868,0.059046,0.094358,0.094358,-0.0657,30000,-0.5,True
543,7722,10000,inviscid,8517,30000,inviscid,9413,25000,inviscid,1.3233,7.2894,0.6369,3.0324,0.0094,0.02,0.02,1.3233,10000,-0.5,False,1.1485,7.0646,0.4914,2.8137,0.0084,0.02,0.02,1.1485,30000,-0.5,False,1.1475,6.8664,0.5068,2.7639,0.008,0.02,0.02,1.1475,25000,-0.5,False
544,2716,10000,inviscid,2614,10000,viscous,2411,20000,viscous,0.3769,7.087,-0.2351,2.0991,0.0082,0.02,0.02,0.3769,10000,-0.5,False,-0.078,3.0323,-0.1,0.5507,0.045987,0.305104,0.305104,-0.052,10000,-0.5,True,0.0021,3.111,-0.4458,0.7337,0.031407,0.299506,0.299506,0.0149,20000,-0.5,True
545,7723,10000,inviscid,6719,30000,viscous,5717,30000,viscous,1.3295,7.3427,0.6382,3.0513,0.0096,0.02,0.02,1.3295,10000,-0.5,False,-0.3069,5.7124,-0.413,0.8524,0.071791,0.118948,0.118948,-0.1788,30000,-0.5,True,-0.2293,5.5588,-0.46,0.8561,0.055936,0.148344,0.148344,-0.1111,30000,-0.5,True
546,1624,10000,inviscid,1622,10000,inviscid,1814,25000,viscous,0.1701,7.5407,-0.467,2.0178,0.0098,0.02,0.02,0.1701,10000,-0.5,False,0.1685,7.4313,-0.4595,1.9894,0.0094,0.02,0.02,0.1685,10000,-0.5,False,-0.1733,5.4934,-0.4358,0.6465,0.03183,0.01,0.01,-0.0648,25000,-0.5,True
547,7818,10000,inviscid,6817,10000,viscous,2709,30000,viscous,1.5549,7.0242,0.8765,3.1831,0.0086,0.02,0.02,1.5549,10000,-0.5,False,-0.1819,4.1528,-0.1028,0.7416,0.07069,0.179811,0.179811,-0.0751,10000,-0.5,True,-0.0322,7.6529,-0.4302,0.9463,0.019843,0.014749,0.014749,-0.4522,30000,-0.5,True
548,9218,10000,inviscid,5418,20000,viscous,1617,25000,inviscid,1.0483,7.167,0.3886,2.7454,0.0086,0.02,0.02,1.0483,10000,-0.5,False,-0.2397,4.0727,-0.4871,0.6963,0.064588,0.197583,0.197583,-0.2053,20000,-0.5,True,0.1638,7.1602,-0.4414,1.9181,0.0084,0.02,0.02,0.1638,25000,-0.5,False
549,4621,10000,inviscid,3519,15000,inviscid,1317,20000,inviscid,0.6649,7.3297,0.0151,2.4276,0.0092,0.02,0.02,0.6649,10000,-0.5,False,0.4421,7.2453,-0.1871,2.1989,0.0088,0.02,0.02,0.4421,15000,-0.5,False,0.1242,7.1636,-0.4788,1.882,0.0084,0.02,0.02,0.1242,20000,-0.5,False
550,6721,10000,inviscid,4417,15000,viscous,3316,20000,viscous,1.1372,7.2642,0.4642,2.8524,0.0092,0.02,0.02,1.1372,10000,-0.5,False,-0.1799,3.4502,-0.4468,0.6458,0.05233,0.152669,0.152669,-0.3023,15000,-0.5,True,-0.1699,3.0913,-0.474,0.6489,0.037747,0.137208,0.137208,-0.406,20000,-0.5,True
551,5418,10000,viscous,5516,20000,viscous,5612,30000,viscous,-0.1946,3.5557,-0.1894,0.5906,0.070256,0.16739,0.16739,-0.2433,10000,-0.5,True,-0.1484,4.3184,-0.4411,0.7653,0.055019,0.197493,0.197493,-0.1069,20000,-0.5,True,0.098,4.1807,-0.3207,1.0567,0.039341,0.188769,0.188769,0.0926,30000,-0.5,True
552,9422,10000,inviscid,6321,20000,inviscid,4320,20000,viscous,1.2216,7.333,0.5377,2.9481,0.0094,0.02,0.02,1.2216,10000,-0.5,False,0.7598,7.3319,0.1041,2.5167,0.0092,0.02,0.02,0.7598,20000,-0.5,False,-0.3264,3.6425,-0.549,0.5797,0.0603,0.14466,0.14466,-0.4518,20000,-0.5,True
553,8617,10000,inviscid,8513,30000,viscous,8512,25000,viscous,1.2776,7.0375,0.6149,2.9275,0.0084,0.02,0.02,1.2776,10000,-0.5,False,-0.1316,6.9815,-0.4221,1.0138,0.068727,0.093908,0.093908,-0.0549,30000,-0.5,True,-0.018,5.9368,-0.406,1.0264,0.067812,0.096182,0.096182,-0.0139,25000,-0.5,True
554,6720,10000,inviscid,6618,10000,viscous,7413,20000,viscous,1.1316,7.2111,0.4633,2.834,0.009,0.02,0.02,1.1316,10000,-0.5,False,-0.1839,4.3195,-0.1375,0.6897,0.075601,0.18915,0.18915,-0.0891,10000,-0.5,True,-0.0271,4.6113,-0.393,0.9072,0.072012,0.196568,0.196568,0.0696,20000,-0.5,True
555,1320,10000,inviscid,3315,20000,viscous,5310,35000,inviscid,0.1269,7.3262,-0.4898,1.9247,0.009,0.02,0.02,0.1269,10000,-0.5,False,-0.1334,3.1105,-0.4565,0.6823,0.035918,0.143369,0.143369,-0.353,20000,-0.5,True,0.5825,6.7587,-0.0148,2.2099,0.008,0.02,0.02,0.5825,35000,-0.5,False
556,5423,10000,inviscid,4420,15000,inviscid,0013,25000,viscous,0.6891,7.4415,0.0285,2.4779,0.0096,0.02,0.02,0.6891,10000,-0.5,False,0.542,7.2925,-0.0972,2.3037,0.009,0.02,0.02,0.542,15000,-0.5,False,-0.1381,5.5412,-0.3744,0.5952,0.011149,0.028869,0.028869,-0.8531,25000,-0.5,True
557,3321,10000,inviscid,3321,25000,viscous,4321,25000,viscous,0.3813,7.3619,-0.2537,2.1709,0.0092,0.02,0.02,0.3813,10000,-0.5,False,-0.3141,3.2649,-0.6174,0.5199,0.028747,0.06447,0.06447,-0.9986,25000,-0.5,True,-0.37,4.2837,-0.5899,0.5766,0.057374,0.104566,0.104566,-0.5907,25000,-0.5,True
558,4720,10000,inviscid,2516,20000,inviscid,0013,30000,viscous,0.7636,7.2613,0.1136,2.5029,0.009,0.02,0.02,0.7636,10000,-0.5,False,0.2896,7.0964,-0.3179,2.0199,0.0082,0.02,0.02,0.2896,20000,-0.5,False,-0.1309,6.8463,-0.5408,0.6891,0.024347,0.018726,0.018726,-0.5378,30000,-0.5,True
559,2619,10000,inviscid,2616,15000,inviscid,2510,20000,viscous,0.3305,7.2542,-0.2926,2.0969,0.0088,0.02,0.02,0.3305,10000,-0.5,False,0.3246,7.0925,-0.2847,2.0516,0.0082,0.02,0.02,0.3246,15000,-0.5,False,-0.0176,4.7477,-0.4443,0.7661,0.008621,0.044907,0.044907,-0.5952,20000,-0.5,True
560,4220,10000,inviscid,4417,20000,viscous,5710,40000,viscous,0.4762,7.3032,-0.1599,2.2449,0.009,0.02,0.02,0.4762,10000,-0.5,False,-0.1983,3.6484,-0.4815,0.6754,0.052017,0.177451,0.177451,-0.2542,20000,-0.5,True,0.1137,7.6266,-0.428,1.3948,0.03234,0.01,0.01,0.2061,40000,-0.5,True
561,6617,10000,viscous,4417,25000,viscous,1216,40000,inviscid,-0.1622,4.5767,-0.1321,0.7164,0.071,0.181808,0.181808,-0.0722,10000,-0.5,True,-0.2061,3.8994,-0.497,0.6913,0.048586,0.14681,0.14681,-0.306,25000,-0.5,True,0.1162,7.1107,-0.4819,1.8615,0.0082,0.02,0.02,0.1162,40000,-0.5,False
562,1318,10000,inviscid,5417,25000,viscous,8517,35000,inviscid,0.1251,7.2177,-0.4825,1.8962,0.0086,0.02,0.02,0.1251,10000,-0.5,False,-0.1876,4.2142,-0.4791,0.7355,0.059376,0.152627,0.152627,-0.223,25000,-0.5,True,1.1485,7.0646,0.4914,2.8137,0.0084,0.02,0.02,1.1485,35000,-0.5,False
563,5722,10000,inviscid,4621,15000,inviscid,2318,25000,inviscid,0.9583,7.3439,0.2896,2.7051,0.0094,0.02,0.02,0.9583,10000,-0.5,False,0.6649,7.3297,0.0151,2.4276,0.0092,0.02,0.02,0.6649,15000,-0.5,False,0.2495,7.2086,-0.365,2.0101,0.0086,0.02,0.02,0.2495,25000,-0.5,False
564,1321,10000,inviscid,6613,40000,inviscid,8710,50000,viscous,0.1277,7.3802,-0.4936,1.9387,0.0092,0.02,0.02,0.1277,10000,-0.5,False,0.9425,6.8673,0.3144,2.5728,0.008,0.02,0.02,0.9425,40000,-0.5,False,0.313,5.954,-0.421,1.6557,0.05433,0.01,0.01,0.3658,50000,-0.5,True
565,1521,10000,inviscid,1517,25000,inviscid,0013,30000,viscous,0.1498,7.3785,-0.4726,1.9589,0.0092,0.02,0.02,0.1498,10000,-0.5,False,0.1462,7.1617,-0.4581,1.902,0.0084,0.02,0.02,0.1462,25000,-0.5,False,-0.1309,6.8463,-0.5408,0.6891,0.024347,0.018726,0.018726,-0.5378,30000,-0.5,True
566,8522,10000,inviscid,7517,20000,viscous,6510,25000,viscous,1.1845,7.3275,0.5034,2.9121,0.0094,0.02,0.02,1.1845,10000,-0.5,False,-0.2015,5.2126,-0.3868,0.8379,0.077933,0.179197,0.179197,-0.0444,20000,-0.5,True,0.2022,3.7707,-0.3696,0.9869,0.047052,0.238081,0.238081,0.2275,25000,-0.5,True
567,3715,10000,viscous,3513,20000,viscous,4311,35000,viscous,-0.1003,3.4978,-0.1032,0.6017,0.049878,0.252959,0.252959,-0.0629,10000,-0.5,True,-0.0308,3.382,-0.4389,0.7432,0.037506,0.24027,0.24027,-0.0376,20000,-0.5,True,0.2494,3.684,-0.3309,0.868,0.033941,0.283909,0.283909,0.2342,35000,-0.5,True
568,7722,10000,inviscid,7619,15000,viscous,7414,30000,viscous,1.3233,7.2894,0.6369,3.0324,0.0094,0.02,0.02,1.3233,10000,-0.5,False,-0.4256,6.5506,-0.4025,0.7887,0.07897,0.170133,0.170133,-0.1217,15000,-0.5,True,-0.0735,5.3052,-0.4354,0.9103,0.074375,0.151367,0.151367,0.024,30000,-0.5,True
569,5522,10000,inviscid,5621,15000,inviscid,4717,30000,viscous,0.747,7.378,0.0882,2.5162,0.0094,0.02,0.02,0.747,10000,-0.5,False,0.8283,7.3106,0.1702,2.5755,0.0092,0.02,0.02,0.8283,15000,-0.5,False,-0.2591,5.4264,-0.4826,0.7723,0.04856,0.145212,0.145212,-0.1785,30000,-0.5,True
570,2221,10000,inviscid,6516,35000,viscous,7615,45000,viscous,0.2403,7.3731,-0.3872,2.042,0.0092,0.02,0.02,0.2403,10000,-0.5,False,-0.0852,4.9886,-0.434,0.8579,0.061484,0.126557,0.126557,-0.1025,35000,-0.5,True,0.0542,5.2857,-0.4491,1.1128,0.060476,0.085746,0.085746,-0.0778,45000,-0.5,True
571,4724,10000,inviscid,4722,10000,inviscid,3809,30000,inviscid,0.7777,7.477,0.1089,2.5694,0.0098,0.02,0.02,0.7777,10000,-0.5,False,0.7709,7.3687,0.1114,2.5362,0.0094,0.02,0.02,0.7709,10000,-0.5,False,0.6653,6.6779,0.0697,2.2675,0.008,0.02,0.02,0.6653,30000,-0.5,False
572,3317,10000,inviscid,4516,25000,viscous,5615,30000,viscous,0.371,7.146,-0.2457,2.108,0.0084,0.02,0.02,0.371,10000,-0.5,False,-0.1539,4.0003,-0.4795,0.7338,0.045894,0.174712,0.174712,-0.1845,25000,-0.5,True,-0.0683,4.636,-0.4029,0.8536,0.049008,0.165487,0.165487,-0.0455,30000,-0.5,True
573,7718,10000,inviscid,7617,10000,viscous,7214,40000,inviscid,1.2968,7.0782,0.6295,2.9554,0.0086,0.02,0.02,1.2968,10000,-0.5,False,-0.1841,5.1195,-0.1514,0.7732,0.078066,0.168438,0.168438,-0.0446,10000,-0.5,True,0.7931,6.9696,0.1654,2.4584,0.008,0.02,0.02,0.7931,40000,-0.5,False
574,6419,10000,inviscid,6516,20000,viscous,5712,25000,viscous,0.8048,7.2149,0.1561,2.5299,0.0088,0.02,0.02,0.8048,10000,-0.5,False,-0.1333,4.59,-0.4322,0.816,0.064713,0.210978,0.210978,-0.0329,20000,-0.5,True,0.0699,4.799,-0.4094,1.0028,0.03715,0.199262,0.199262,0.1168,25000,-0.5,True
575,7720,10000,inviscid,5314,30000,viscous,5212,25000,inviscid,1.3104,7.1837,0.6336,2.9942,0.009,0.02,0.02,1.3104,10000,-0.5,False,0.0953,4.9905,-0.3541,0.2103,0.056838,0.393466,0.393466,0.1219,30000,-0.5,True,0.5584,6.8745,-0.047,2.216,0.008,0.02,0.02,0.5584,25000,-0.5,False
576,6418,10000,inviscid,5516,20000,viscous,4711,25000,viscous,0.7993,7.1617,0.1553,2.5117,0.0086,0.02,0.02,0.7993,10000,-0.5,False,-0.1484,4.3184,-0.4411,0.7653,0.055019,0.197493,0.197493,-0.1069,20000,-0.5,True,0.039,6.0623,-0.4404,1.2018,0.03197,0.01,0.01,0.0421,25000,-0.5,True
577,8423,10000,inviscid,6420,10000,inviscid,4517,25000,viscous,1.0954,7.4002,0.4135,2.847,0.0096,0.02,0.02,1.0954,10000,-0.5,False,0.81,7.2682,0.1566,2.5479,0.009,0.02,0.02,0.81,10000,-0.5,False,-0.2095,4.1916,-0.4911,0.7111,0.049345,0.168761,0.168761,-0.2218,25000,-0.5,True
578,5714,10000,viscous,4714,20000,viscous,1611,40000,viscous,-0.057,4.6447,-0.1106,0.7588,0.052821,0.172221,0.172221,-0.0083,10000,-0.5,True,-0.0453,4.1881,-0.4215,0.8158,0.04015,0.229061,0.229061,-0.0025,20000,-0.5,True,-0.1189,8.0484,-0.5034,0.8949,0.02043,0.00671,0.00671,-0.7023,40000,-0.5,True
579,3219,10000,inviscid,2315,15000,inviscid,1511,25000,viscous,0.355,7.257,-0.2699,2.1205,0.0088,0.02,0.02,0.355,10000,-0.5,False,0.2439,7.0477,-0.3568,1.9652,0.008,0.02,0.02,0.2439,15000,-0.5,False,-0.1478,6.8448,-0.5069,0.7793,0.02562,0.01,0.01,-0.0383,25000,-0.5,True
580,5521,10000,inviscid,3519,25000,viscous,1518,25000,inviscid,0.7427,7.3243,0.0886,2.499,0.0092,0.02,0.02,0.7427,10000,-0.5,False,-0.2791,3.6347,-0.5284,0.6053,0.0519,0.172405,0.172405,-0.3171,25000,-0.5,True,0.1471,7.2157,-0.4617,1.9163,0.0086,0.02,0.02,0.1471,25000,-0.5,False
581,1811,10000,inviscid,3709,35000,viscous,3708,25000,viscous,0.2277,6.8317,-0.3541,1.8969,0.008,0.02,0.02,0.2277,10000,-0.5,False,0.0308,7.9145,-0.4022,1.0964,0.02365,0.01,0.01,0.1076,35000,-0.5,True,0.0571,7.4012,-0.4227,1.0412,0.012619,0.011539,0.011539,-0.9163,25000,-0.5,True
582,2420,10000,inviscid,7315,25000,inviscid,8313,25000,inviscid,0.2718,7.3152,-0.3528,2.0571,0.009,0.02,0.02,0.2718,10000,-0.5,False,0.8476,7.0068,0.2136,2.5186,0.008,0.02,0.02,0.8476,25000,-0.5,False,0.9517,6.8962,0.3204,2.5884,0.008,0.02,0.02,0.9517,25000,-0.5,False
583,5421,10000,inviscid,1619,25000,inviscid,0018,25000,inviscid,0.6807,7.3343,0.0295,2.4435,0.0092,0.02,0.02,0.6807,10000,-0.5,False,0.1658,7.2683,-0.4485,1.9466,0.0088,0.02,0.02,0.1658,25000,-0.5,False,0.0007,7.2262,-0.6,1.7822,0.0086,0.02,0.02,0.0007,25000,-0.5,False
584,6720,10000,inviscid,6720,20000,viscous,5719,30000,viscous,1.1316,7.2111,0.4633,2.834,0.009,0.02,0.02,1.1316,10000,-0.5,False,-0.4518,5.8713,-0.4043,0.7673,0.074707,0.18059,0.18059,-0.1646,20000,-0.5,True,-0.3415,5.7169,-0.4635,0.7811,0.063891,0.136301,0.136301,-0.1956,30000,-0.5,True
585,0021,10000,inviscid,1618,20000,inviscid,2414,30000,viscous,0.0007,7.3892,-0.6136,1.8224,0.0092,0.02,0.02,0.0007,10000,-0.5,False,0.1648,7.2141,-0.4449,1.9324,0.0086,0.02,0.02,0.1648,20000,-0.5,False,-0.1439,5.2487,-0.5114,0.4966,0.034217,0.107599,0.107599,-0.1797,30000,-0.5,True
586,3718,10000,inviscid,5718,25000,viscous,8717,45000,viscous,0.5696,7.1752,-0.0616,2.3006,0.0086,0.02,0.02,0.5696,10000,-0.5,False,-0.3174,5.6107,-0.4376,0.7906,0.059475,0.168332,0.168332,-0.1451,25000,-0.5,True,0.0231,5.0346,-0.4358,1.1166,0.064214,0.051642,0.051642,-0.4004,45000,-0.5,True
587,3419,10000,inviscid,5315,25000,viscous,6312,35000,inviscid,0.4044,7.2501,-0.2229,2.165,0.0088,0.02,0.02,0.4044,10000,-0.5,False,-0.1273,4.0586,-0.4292,0.7681,0.056694,0.143233,0.143233,-0.2207,25000,-0.5,True,0.7103,6.8579,0.0969,2.3537,0.008,0.02,0.02,0.7103,35000,-0.5,False
588,0020,10000,inviscid,2419,10000,inviscid,8317,15000,inviscid,0.0006,7.3349,-0.6091,1.8089,0.009,0.02,0.02,0.0006,10000,-0.5,False,0.2701,7.2607,-0.3499,2.0421,0.0088,0.02,0.02,0.2701,10000,-0.5,False,0.9817,7.1027,0.3315,2.6674,0.0084,0.02,0.02,0.9817,15000,-0.5,False
589,3216,10000,inviscid,2414,15000,inviscid,0012,15000,inviscid,0.3471,7.0964,-0.2639,2.0735,0.0082,0.02,0.02,0.3471,10000,-0.5,False,0.2606,6.9918,-0.3365,1.967,0.008,0.02,0.02,0.2606,15000,-0.5,False,0.0006,6.9027,-0.5732,1.7023,0.008,0.02,0.02,0.0006,15000,-0.5,False
590,7523,10000,inviscid,6416,20000,viscous,5310,30000,inviscid,1.0458,7.3982,0.3672,2.8001,0.0096,0.02,0.02,1.0458,10000,-0.5,False,-0.136,4.1862,-0.4486,0.7904,0.069683,0.212762,0.212762,-0.0661,20000,-0.5,True,0.5825,6.7587,-0.0148,2.2099,0.008,0.02,0.02,0.5825,30000,-0.5,False
591,1321,10000,inviscid,1318,10000,inviscid,1314,20000,inviscid,0.1277,7.3802,-0.4936,1.9387,0.0092,0.02,0.02,0.1277,10000,-0.5,False,0.1251,7.2177,-0.4825,1.8962,0.0086,0.02,0.02,0.1251,10000,-0.5,False,0.1213,7.0017,-0.4681,1.8395,0.008,0.02,0.02,0.1213,20000,-0.5,False
592,8519,10000,inviscid,4417,15000,viscous,0015,20000,inviscid,1.1634,7.1687,0.4967,2.8533,0.0088,0.02,0.02,1.1634,10000,-0.5,False,-0.1799,3.4502,-0.4468,0.6458,0.05233,0.152669,0.152669,-0.3023,15000,-0.5,True,0.0006,7.0641,-0.5866,1.7422,0.008,0.02,0.02,0.0006,20000,-0.5,False
593,6418,10000,inviscid,5317,20000,viscous,4216,30000,inviscid,0.7993,7.1617,0.1553,2.5117,0.0086,0.02,0.02,0.7993,10000,-0.5,False,-0.2017,3.7727,-0.463,0.7008,0.064319,0.178245,0.178245,-0.2422,20000,-0.5,True,0.4623,7.09,-0.1552,2.1795,0.0082,0.02,0.02,0.4623,30000,-0.5,False
594,9820,10000,inviscid,8719,15000,inviscid,7418,35000,inviscid,1.9542,7.0525,1.2491,3.5628,0.009,0.02,0.02,1.9542,10000,-0.5,False,1.4776,7.1025,0.7972,3.1302,0.0088,0.02,0.02,1.4776,15000,-0.5,False,0.9305,7.1495,0.2796,2.6312,0.0086,0.02,0.02,0.9305,35000,-0.5,False
595,9814,10000,viscous,9713,10000,inviscid,9713,20000,viscous,-0.2368,6.0697,-0.1099,0.9591,0.077105,0.136758,0.136758,0.0351,10000,-0.5,True,1.5905,6.765,0.9313,3.1525,0.008,0.02,0.02,1.5905,10000,-0.5,False,-0.1719,7.7014,-0.3203,1.1024,0.075875,0.120093,0.120093,0.1248,20000,-0.5,True
596,6318,10000,inviscid,5513,30000,viscous,4609,40000,viscous,0.7442,7.173,0.1027,2.4631,0.0086,0.02,0.02,0.7442,10000,-0.5,False,0.0356,3.9573,-0.3154,0.8874,0.043977,0.165745,0.165745,-0.0193,30000,-0.5,True,0.0818,7.5623,-0.4107,1.2285,0.02641,0.01,0.01,0.1668,40000,-0.5,True
597,6423,10000,inviscid,4317,35000,inviscid,3313,60000,viscous,0.8252,7.4286,0.1575,2.6017,0.0096,0.02,0.02,0.8252,10000,-0.5,False,0.4939,7.1375,-0.1294,2.2207,0.0084,0.02,0.02,0.4939,35000,-0.5,False,0.3624,5.1083,-0.4423,1.2876,0.023523,0.073902,0.073902,0.4791,60000,-0.5,True
598,4522,10000,inviscid,5620,15000,viscous,7718,30000,viscous,0.5989,7.3932,-0.0521,2.3817,0.0094,0.02,0.02,0.5989,10000,-0.5,False,-0.2177,3.4194,-0.35,0.6518,0.076146,0.270475,0.270475,-0.112,15000,-0.5,True,-0.237,5.7828,-0.3308,0.9225,0.07588,0.108221,0.108221,-0.1307,30000,-0.5,True
599,0020,10000,inviscid,2619,10000,inviscid,6515,20000,viscous,0.0006,7.3349,-0.6091,1.8089,0.009,0.02,0.02,0.0006,10000,-0.5,False,0.3305,7.2542,-0.2926,2.0969,0.0088,0.02,0.02,0.3305,10000,-0.5,False,-0.077,4.4587,-0.4166,0.8474,0.061748,0.213973,0.213973,0.0061,20000,-0.5,True
600,8723,10000,inviscid,8318,20000,inviscid,8216,20000,inviscid,1.5072,7.3132,0.8076,3.2098,0.0096,0.02,0.02,1.5072,10000,-0.5,False,0.9888,7.1546,0.3339,2.6869,0.0086,0.02,0.02,0.9888,20000,-0.5,False,0.9195,7.07,0.2758,2.6012,0.0082,0.02,0.02,0.9195,20000,-0.5,False
601,0022,10000,inviscid,2313,15000,inviscid,3310,20000,viscous,0.0006,7.4442,-0.6183,1.8358,0.0094,0.02,0.02,0.0006,10000,-0.5,False,0.2401,6.9406,-0.3515,1.9352,0.008,0.02,0.02,0.2401,15000,-0.5,False,0.0622,3.0896,-0.3827,0.7986,0.029268,0.205442,0.205442,-0.041,20000,-0.5,True
